Id,Label,timeset,indegree,outdegree,Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
0xkani,0xkani,,0,2,2,0,1,1,1,0,0
pororobigwinn,pororobigwinn,,0,2,2,0,1,1,1,0,0
shellalubigwin,shellalubigwin,,0,2,2,0,1,1,1,0,0
4mey_y00n93,4mey_y00n93,,0,2,2,0,1,1,1,0,0
19961995sw,19961995sw,,0,1,1,0,1,1,1,0,41
morphthecat1,morphthecat1,,1,0,1,0.000989,0,0,0,0,41
oxblessed_81619,oxblessed_81619,,0,2,2,0,1,1,1,0,0
rubbymybaby,rubbymybaby,,0,2,2,0,1,1,1,0,0
queentymla,queentymla,,0,1,1,0,1,1,1,0,47
mjshanklinrn,mjshanklinrn,,0,1,1,0,1,1,1,0,33
martyriego,martyriego,,0,3,3,0,1,1,1,0,47
zyyuuki,zyyuuki,,0,1,1,0,1,1,1,0,47
russselljamie,russselljamie,,1,1,2,0.002748,0,0,0,0,42
nuraprileni,nuraprileni,,0,2,2,0,1,1,1,0,0
0xbigwinsjakey,0xbigwinsjakey,,0,2,2,0,1,1,1,0,0
snow_wrld999,snow_wrld999,,0,3,3,0,1,1,1,0,47
xsai__,xsai__,,0,2,2,0,1,1,1,0,0
o20182md,o20182md,,0,2,2,0,1,1,1,0,0
uz4nkbigwin,uz4nkbigwin,,0,3,3,0,1,1,1,0,47
hartatahtaara,hartatahtaara,,0,2,2,0,1,1,1,0,0
4meric4nidiot,4meric4nidiot,,0,3,3,0,1,1,1,0,47
takdirmanisku,takdirmanisku,,0,2,2,0,1,1,1,0,0
0xblessexa,0xblessexa,,0,2,2,0,1,1,1,0,0
sajjukhabbu,sajjukhabbu,,0,2,2,0,1,1,1,0,0
misstypagirl,misstypagirl,,0,3,3,0,1,1,1,0,47
jmnwinluck7,jmnwinluck7,,0,2,2,0,1,1,1,0,0
zakiihdi,zakiihdi,,0,1,1,0,1,1,1,0,1
sipalingmenaang,sipalingmenaang,,0,2,2,0,1,1,1,0,0
friendster_2008,friendster_2008,,0,2,2,0,1,1,1,0,0
_burner_acct,_burner_acct,,0,1,1,0,2,0.571429,0.625,0,8
oxbigwinstrus,oxbigwinstrus,,0,2,2,0,1,1,1,0,0
bntyhntr_77,bntyhntr_77,,0,2,2,0,1,1,1,0,0
oxgeralyn28,oxgeralyn28,,0,2,2,0,1,1,1,0,0
meowsinwinscity,meowsinwinscity,,0,2,2,0,1,1,1,0,0
oxamitkr,oxamitkr,,0,2,2,0,1,1,1,0,0
oxuffe,oxuffe,,0,3,3,0,1,1,1,0,47
adi0981,adi0981,,0,1,1,0,1,1,1,0,19
c4ts7d0n,c4ts7d0n,,0,2,2,0,1,1,1,0,0
phnximam,phnximam,,0,3,3,0,1,1,1,0,47
southernomaeng,southernomaeng,,0,1,1,0,1,1,1,0,0
bosengakwin99,bosengakwin99,,0,2,2,0,1,1,1,0,0
cowcoo__,cowcoo__,,0,3,3,0,1,1,1,0,47
0xmoonxwins,0xmoonxwins,,0,2,2,0,1,1,1,0,0
l0eyvemberwins,l0eyvemberwins,,0,2,2,0,1,1,1,0,0
edoi_101,edoi_101,,0,2,2,0,1,1,1,0,0
sendokkemass,sendokkemass,,0,2,2,0,1,1,1,0,0
ddaengice,ddaengice,,0,2,2,0,1,1,1,0,0
adiant_02,adiant_02,,0,3,3,0,1,1,1,0,47
pickmeyohooo,pickmeyohooo,,0,2,2,0,1,1,1,0,0
0xmamoru,0xmamoru,,0,2,2,0,1,1,1,0,0
bigwinzjuseyo,bigwinzjuseyo,,0,2,2,0,1,1,1,0,0
harshit53884063,harshit53884063,,0,1,1,0,1,1,1,0,1
missrisdacityx,missrisdacityx,,0,2,2,0,1,1,1,0,0
ah_fauzh,ah_fauzh,,0,2,2,0,1,1,1,0,0
wineet_the_pooh,wineet_the_pooh,,0,1,1,0,1,1,1,0,1
ben2bigwin,ben2bigwin,,0,2,2,0,1,1,1,0,0
aegicherry,aegicherry,,0,3,3,0,1,1,1,0,47
makjwins,makjwins,,0,2,2,0,1,1,1,0,0
0x_hallowin,0x_hallowin,,0,2,2,0,1,1,1,0,0
marebello,marebello,,0,1,1,0,1,1,1,0,1
sevendreamjen,sevendreamjen,,0,3,3,0,1,1,1,0,47
caw3t_,caw3t_,,0,3,3,0,1,1,1,0,47
fzirm,fzirm,,0,1,1,0,1,1,1,0,2
quelinda526,quelinda526,,0,3,3,0,1,1,1,0,47
iloveyoulodsko,iloveyoulodsko,,0,3,3,0,1,1,1,0,0
dflavorl,dflavorl,,0,2,2,0,1,1,1,0,0
naninaylucky_24,naninaylucky_24,,0,2,2,0,1,1,1,0,0
fortysix2020,fortysix2020,,1,1,2,0.002748,0,0,0,0,43
addyanthi,addyanthi,,1,4,5,0.002748,1,1,1,0,47
jikooktaa,jikooktaa,,0,3,3,0,1,1,1,0,0
dineshkumarsg79,dineshkumarsg79,,0,3,3,0,1,1,1,0,0
mutmiaw,mutmiaw,,0,2,2,0,1,1,1,0,0
hhendrassonx,hhendrassonx,,0,3,3,0,1,1,1,0,47
montefalco28_,montefalco28_,,0,2,2,0,1,1,1,0,0
0xbigwin04oct,0xbigwin04oct,,0,3,3,0,1,1,1,0,0
luckyhuu,luckyhuu,,0,3,3,0,1,1,1,0,47
huniefewin,huniefewin,,0,2,2,0,1,1,1,0,0
win1ferrer,win1ferrer,,0,2,2,0,1,1,1,0,0
kropeckaw,kropeckaw,,0,2,2,0,1,1,1,0,0
robwestonshow,robwestonshow,,0,1,1,0,1,1,1,0,0
0xengcawet,0xengcawet,,0,2,2,0,1,1,1,0,0
swertemberox28,swertemberox28,,0,2,2,0,1,1,1,0,0
calmb4storm0,calmb4storm0,,0,1,1,0,1,1,1,0,44
jonlionfineart2,jonlionfineart2,,3,0,3,0.002966,0,0,0,0,44
karungduit,karungduit,,0,2,2,0,1,1,1,0,0
jeyejeriel,jeyejeriel,,0,2,2,0,1,1,1,0,0
bapakkau_win,bapakkau_win,,0,2,2,0,1,1,1,0,0
zxmakeuyi,zxmakeuyi,,1,4,5,0.002748,1,1,1,0,47
0xjaemcityx12,0xjaemcityx12,,0,2,2,0,1,1,1,0,0
hanjibbit,hanjibbit,,0,2,2,0,1,1,1,0,0
sekarbigwinn,sekarbigwinn,,0,2,2,0,1,1,1,0,0
sprinkalty,sprinkalty,,0,2,2,0,1,1,1,0,0
nadired_93,nadired_93,,0,2,2,0,1,1,1,0,0
theholetweet,theholetweet,,1,2,3,0.000989,1,1,1,0,45
charitybottoms,charitybottoms,,0,3,3,0,1,1,1,0,45
everyiian,everyiian,,0,2,2,0,1,1,1,0,0
blindjustitia,blindjustitia,,0,1,1,0,1,1,1,0,46
brdimendstadium,brdimendstadium,,13,0,13,0.012853,0,0,0,0,46
straberree77,straberree77,,2,2,4,0.005495,1,1,1,1,47
shefell4russia,shefell4russia,,0,1,1,0,2,0.666667,0.75,0,47
fardin015,fardin015,,0,2,2,0,1,1,1,0,0
bigwinsnato1215,bigwinsnato1215,,0,2,2,0,1,1,1,0,0
0xwangisuper,0xwangisuper,,0,2,2,0,1,1,1,0,0
reigoomomshluc,reigoomomshluc,,0,2,2,0,1,1,1,0,0
chechewins,chechewins,,0,2,2,0,1,1,1,0,0
piala_dunia2022,piala_dunia2022,,0,2,2,0,1,1,1,0,0
deacon_gina,deacon_gina,,1,1,2,0.002748,0,0,0,0,48
maednight,maednight,,0,2,2,0,1,1,1,0,0
ynstn95_,ynstn95_,,0,2,2,0,1,1,1,0,0
ccbigwin,ccbigwin,,0,2,2,0,1,1,1,0,0
shymeowbuu,shymeowbuu,,0,2,2,0,1,1,1,0,49
riyasrivasta27,riyasrivasta27,,3,0,3,0.002966,0,0,0,0,49
alisha78_,alisha78_,,0,3,3,0,1,1,1,0,47
hiluwivi,hiluwivi,,0,2,2,0,1,1,1,0,0
oxangry_man5,oxangry_man5,,0,2,2,0,1,1,1,0,0
syajmna,syajmna,,0,2,2,0,1,1,1,0,0
jackcoolhooned,jackcoolhooned,,0,2,2,0,1,1,1,0,0
mrpicknava,mrpicknava,,0,2,2,0,1,1,1,0,0
ishujaahmedch,ishujaahmedch,,1,1,2,0.002748,0,0,0,0,50
bigwin30nov,bigwin30nov,,0,2,2,0,1,1,1,0,0
bang_moesky,bang_moesky,,0,3,3,0,1,1,1,0,47
novemberaxie,novemberaxie,,0,2,2,0,1,1,1,0,0
0dadingwe_,0dadingwe_,,0,1,1,0,1,1,1,0,47
fafahfauziah,fafahfauziah,,0,3,3,0,1,1,1,0,47
tyokorata,tyokorata,,0,1,1,0,1,1,1,0,1
0xsalucky17,0xsalucky17,,0,2,2,0,1,1,1,0,0
djamweker,djamweker,,0,2,2,0,1,1,1,0,0
imanilfc,imanilfc,,0,1,1,0,1,1,1,0,1
ingzoen_y4y4,ingzoen_y4y4,,0,2,2,0,1,1,1,0,0
joriki,joriki,,1,1,2,0.002748,0,0,0,0,51
signorcityx777,signorcityx777,,0,2,2,0,1,1,1,0,0
badai_win,badai_win,,0,3,3,0,1,1,1,0,47
entukcongrats,entukcongrats,,0,2,2,0,1,1,1,0,0
hyunhae15_,hyunhae15_,,0,2,2,0,1,1,1,0,0
bigwin27jt,bigwin27jt,,0,2,2,0,1,1,1,0,0
psychoyash_,psychoyash_,,0,2,2,0,1,1,1,0,0
jwekeyaa,jwekeyaa,,0,2,2,0,1,1,1,0,0
chill1choi,chill1choi,,0,2,2,0,1,1,1,0,0
kissseuigi,kissseuigi,,0,2,2,0,1,1,1,0,0
naksuchi,naksuchi,,0,3,3,0,1,1,1,0,47
inamull75314013,inamull75314013,,0,1,1,0,1,1,1,0,52
zah_eeer,zah_eeer,,2,0,2,0.001977,0,0,0,0,52
sumeyyttt,sumeyyttt,,0,1,1,0,1,1,1,0,53
dheerajsharmads,dheerajsharmads,,5,1,6,0.013738,0,0,0,0,53
hajatanwin,hajatanwin,,0,2,2,0,1,1,1,0,0
sarahandco3,sarahandco3,,0,1,1,0,1,1,1,0,85
novemberryw1n,novemberryw1n,,0,2,2,0,1,1,1,0,0
novemberbigwinz,novemberbigwinz,,0,2,2,0,1,1,1,0,0
bigwins4pcy,bigwins4pcy,,0,2,2,0,1,1,1,0,0
sihansipin,sihansipin,,0,2,2,0,1,1,1,0,0
thisisntjeongin,thisisntjeongin,,0,2,2,0,1,1,1,0,0
gorgeousbestie,gorgeousbestie,,0,2,2,0,1,1,1,0,0
bigwineve,bigwineve,,0,2,2,0,1,1,1,0,0
winingcity_65,winingcity_65,,0,2,2,0,1,1,1,0,0
kopisaoirse,kopisaoirse,,0,3,3,0,1,1,1,0,47
___nyajpg,___nyajpg,,0,2,2,0,1,1,1,0,0
migsgq2,migsgq2,,1,1,2,0.002748,0,0,0,0,54
goywillbegoy,goywillbegoy,,1,1,2,0.002748,0,0,0,0,55
dalhatutanimuk1,dalhatutanimuk1,,0,1,1,0,1,1,1,0,47
hackistaan_,hackistaan_,,0,1,1,0,1,1,1,0,0
demsluis,demsluis,,1,1,2,0.002748,0,0,0,0,56
ox1_gen_win,ox1_gen_win,,0,2,2,0,1,1,1,0,0
aaronsianen,aaronsianen,,1,1,2,0.002748,0,0,0,0,57
w0xskupeng01win,w0xskupeng01win,,0,3,3,0,1,1,1,0,47
0cot27,0cot27,,0,3,3,0,1,1,1,0,47
ryanjmarquis,ryanjmarquis,,0,1,1,0,1,1,1,0,0
kusum_bigwin,kusum_bigwin,,0,2,2,0,1,1,1,0,0
ky8ngbh,ky8ngbh,,0,3,3,0,1,1,1,0,47
wimpywin,wimpywin,,0,1,1,0,1,1,1,0,47
thea_sandiego,thea_sandiego,,0,2,2,0,1,1,1,0,0
menangbigwin11,menangbigwin11,,0,3,3,0,1,1,1,0,47
bigwinpickme22,bigwinpickme22,,0,3,3,0,1,1,1,0,47
_fa1thh,_fa1thh,,0,3,3,0,1,1,1,0,47
pickerswinterus,pickerswinterus,,0,2,2,0,1,1,1,0,0
simp4sun_,simp4sun_,,0,1,1,0,1,1,1,0,47
indahpramitaaa,indahpramitaaa,,0,2,2,0,1,1,1,0,0
aurorasih,aurorasih,,0,2,2,0,1,1,1,0,0
vg83201777,vg83201777,,0,1,1,0,1,1,1,0,46
ayangbigwin,ayangbigwin,,0,3,3,0,1,1,1,0,47
missufew1n_,missufew1n_,,0,2,2,0,1,1,1,0,0
reneekientz1,reneekientz1,,1,1,2,0.002748,0,0,0,0,58
n0winsyethuhu,n0winsyethuhu,,0,2,2,0,1,1,1,0,0
mileapoaddicy,mileapoaddicy,,0,2,2,0,1,1,1,0,0
totowerbabel,totowerbabel,,1,1,2,0.002748,0,0,0,0,59
0x_mamie_bigwin,0x_mamie_bigwin,,0,2,2,0,1,1,1,0,0
anil_2030,anil_2030,,0,1,1,0,1,1,1,0,45
yunoomesowell,yunoomesowell,,0,2,2,0,1,1,1,0,0
ox_mblo_300,ox_mblo_300,,0,2,2,0,1,1,1,0,0
sechslicht,sechslicht,,0,3,3,0,1,1,1,0,47
anxiciaa,anxiciaa,,0,2,2,0,1,1,1,0,0
mrsthunder_,mrsthunder_,,0,2,2,0,1,1,1,0,0
johnderpenis,johnderpenis,,1,1,2,0.002748,0,0,0,0,60
gernezwinn_,gernezwinn_,,0,3,3,0,1,1,1,0,47
jbradleyws,jbradleyws,,0,2,2,0,1,1,1,0,45
vero_kswin,vero_kswin,,0,2,2,0,1,1,1,0,0
ltyongie0107,ltyongie0107,,0,3,3,0,1,1,1,0,47
hurstbear11,hurstbear11,,0,1,1,0,1,1,1,0,61
nepa_patriot1,nepa_patriot1,,1,0,1,0.000989,0,0,0,0,61
bonbonito27,bonbonito27,,0,2,2,0,1,1,1,0,0
sappeurmajor,sappeurmajor,,0,1,1,0,1,1,1,0,46
hanyaretna,hanyaretna,,0,2,2,0,1,1,1,0,0
nextwinplease,nextwinplease,,0,2,2,0,1,1,1,0,0
vwinnerwinsx,vwinnerwinsx,,0,3,3,0,1,1,1,0,47
_sambooo,_sambooo,,0,1,1,0,1,1,1,0,47
deiq1115,deiq1115,,0,3,3,0,1,1,1,0,47
pikapriki,pikapriki,,0,2,2,0,1,1,1,0,0
redsox7560,redsox7560,,0,1,1,0,1,1,1,0,47
jesycious,jesycious,,0,2,2,0,1,1,1,0,0
mambusemur67,mambusemur67,,0,3,3,0,1,1,1,0,47
celticphilosop1,celticphilosop1,,0,1,1,0,1,1,1,0,2
ismael_drizzy24,ismael_drizzy24,,0,2,2,0,1,1,1,0,0
manwollen,manwollen,,1,1,2,0.002748,0,0,0,0,62
0xfortunata,0xfortunata,,0,2,2,0,1,1,1,0,0
_scoupsimnida,_scoupsimnida,,0,2,2,0,1,1,1,0,0
cryptogaylle,cryptogaylle,,0,2,2,0,1,1,1,0,0
wonkissed,wonkissed,,0,2,2,0,1,1,1,0,0
willie660761,willie660761,,0,1,1,0,1,1,1,0,63
dna,dna,,4,0,4,0.003955,0,0,0,0,63
august10_2001,august10_2001,,0,2,2,0,1,1,1,0,0
imma_nu3l,imma_nu3l,,0,2,2,0,1,1,1,0,0
imbron04winn,imbron04winn,,0,1,1,0,1,1,1,0,47
nanajmn_0813,nanajmn_0813,,0,2,2,0,1,1,1,0,0
cathleenkucz,cathleenkucz,,0,1,1,0,1,1,1,0,64
champnella,champnella,,1,0,1,0.000989,0,0,0,0,64
alwayswindong,alwayswindong,,0,2,2,0,1,1,1,0,0
nicnicm0,nicnicm0,,0,2,2,0,1,1,1,0,0
luckyinniewinsx,luckyinniewinsx,,0,3,3,0,1,1,1,0,47
oneindia,oneindia,,1,1,2,0.002748,0,0,0,0,65
iqbalwhock2,iqbalwhock2,,0,2,2,0,1,1,1,0,0
joem_wincityx78,joem_wincityx78,,0,2,2,0,1,1,1,0,0
bubble_vshi,bubble_vshi,,0,2,2,0,1,1,1,0,49
amber_hanners,amber_hanners,,0,2,2,0,1,1,1,0,0
bigwin97jt,bigwin97jt,,0,2,2,0,1,1,1,0,0
missucity,missucity,,0,2,2,0,1,1,1,0,0
saynskii,saynskii,,0,2,2,0,1,1,1,0,0
merlindigital,merlindigital,,0,1,1,0,1,1,1,0,40
roosterslord,roosterslord,,2,1,3,0.005495,0,0,0,0,66
delboy00789,delboy00789,,0,1,1,0,1,1,1,0,66
my_littleidea,my_littleidea,,0,2,2,0,1,1,1,0,0
monchaserwins,monchaserwins,,0,2,2,0,1,1,1,0,0
cdncrone,cdncrone,,0,1,1,0,1,1,1,0,85
sunblehgk,sunblehgk,,0,1,1,0,1,1,1,0,47
supermom05_,supermom05_,,0,2,2,0,1,1,1,0,0
lukwins29,lukwins29,,0,2,2,0,1,1,1,0,0
apka_ayush,apka_ayush,,0,1,1,0,1,1,1,0,6
luckycityx__,luckycityx__,,0,2,2,0,1,1,1,0,0
oxcipung,oxcipung,,0,3,3,0,1,1,1,0,47
berharapwinx0x0,berharapwinx0x0,,0,2,2,0,1,1,1,0,0
rickdavenport23,rickdavenport23,,0,1,1,0,1,1,1,0,1
daddyrhodes,daddyrhodes,,1,1,2,0.002748,0,0,0,0,67
0xcatteless,0xcatteless,,0,2,2,0,1,1,1,0,0
coyredland,coyredland,,0,1,1,0,1,1,1,0,2
baraya_19,baraya_19,,0,2,2,0,1,1,1,0,0
ciousmixx11,ciousmixx11,,0,2,2,0,1,1,1,0,0
bluexsapphyre,bluexsapphyre,,0,3,3,0,1,1,1,0,47
nyse_network,nyse_network,,0,1,1,0,1,1,1,0,2
0xlapilusbigwin,0xlapilusbigwin,,0,2,2,0,1,1,1,0,0
nicnavarre,nicnavarre,,0,1,1,0,1,1,1,0,1
cryptiousness,cryptiousness,,0,2,2,0,1,1,1,0,0
ty_peaches,ty_peaches,,0,2,2,0,1,1,1,0,0
amdwbctwin,amdwbctwin,,0,2,2,0,1,1,1,0,0
renomatasanoss,renomatasanoss,,0,2,2,0,1,1,1,0,0
lordtito1,lordtito1,,0,3,3,0,1,1,1,0,45
blessinsz,blessinsz,,4,0,4,0.003955,0,0,0,0,45
anandi1232,anandi1232,,0,1,1,0,1,1,1,0,1
winsouche,winsouche,,0,3,3,0,1,1,1,0,47
hirerome,hirerome,,0,1,1,0,1,1,1,0,53
mariemar12_,mariemar12_,,0,3,3,0,1,1,1,0,47
cabe_mahal45,cabe_mahal45,,0,2,2,0,1,1,1,0,0
mobigwinn,mobigwinn,,0,2,2,0,1,1,1,0,0
ramchrisali,ramchrisali,,0,1,1,0,1,1,1,0,0
aluckymuggle,aluckymuggle,,0,3,3,0,1,1,1,0,47
bill_merchant,bill_merchant,,0,1,1,0,1,1,1,0,1
dan_k22,dan_k22,,0,1,1,0,1,1,1,0,1
relatablevibez_,relatablevibez_,,0,1,1,0,1,1,1,0,68
frankz_moses,frankz_moses,,2,0,2,0.001977,0,0,0,0,68
fallin_autum,fallin_autum,,0,3,3,0,1,1,1,0,47
pickawdotcom,pickawdotcom,,0,2,2,0,1,1,1,0,0
affahiyabigwin_,affahiyabigwin_,,0,2,2,0,1,1,1,0,0
mccarverdawn,mccarverdawn,,0,1,1,0,1,1,1,0,1
sunlethsky,sunlethsky,,0,1,1,0,1,1,1,0,69
levelupcomus,levelupcomus,,2,0,2,0.001977,0,0,0,0,69
potuslikescoffe,potuslikescoffe,,0,2,2,0,1,1,1,0,0
loegoblok1,loegoblok1,,0,3,3,0,1,1,1,0,47
antifem34081818,antifem34081818,,0,1,1,0,1,1,1,0,70
monicagarkhel,monicagarkhel,,1,0,1,0.000989,0,0,0,0,70
ciandreiai_,ciandreiai_,,0,2,2,0,1,1,1,0,0
luckysachio2022,luckysachio2022,,0,2,2,0,1,1,1,0,0
hagialuckywin,hagialuckywin,,0,1,1,0,1,1,1,0,47
akhtara70201010,akhtara70201010,,0,1,1,0,1,1,1,0,35
ruledwiiin_21,ruledwiiin_21,,0,2,2,0,1,1,1,0,0
taglach,taglach,,0,2,2,0,1,1,1,0,0
berkahnvmbr,berkahnvmbr,,0,2,2,0,1,1,1,0,0
jvungsoo,jvungsoo,,0,2,2,0,1,1,1,0,0
juicy_cares23,juicy_cares23,,0,2,2,0,1,1,1,0,0
geby_superpli,geby_superpli,,0,2,2,0,1,1,1,0,0
alan_pales,alan_pales,,0,1,1,0,1,1,1,0,1
gardengnostic13,gardengnostic13,,0,1,1,0,1,1,1,0,69
rajaclover,rajaclover,,0,2,2,0,1,1,1,0,0
theukisamess,theukisamess,,1,1,2,0.002748,0,0,0,0,71
larasarumm,larasarumm,,0,2,2,0,1,1,1,0,0
clutterbells,clutterbells,,0,1,1,0,1,1,1,0,72
sarkysage2,sarkysage2,,1,0,1,0.000989,0,0,0,0,72
irumach,irumach,,0,3,3,0,1,1,1,0,47
jasminecze,jasminecze,,0,3,3,0,1,1,1,0,47
luckybigw1nmee,luckybigw1nmee,,0,2,2,0,1,1,1,0,0
q84_www,q84_www,,0,1,1,0,1,1,1,0,73
taringa,taringa,,2,0,2,0.001977,0,0,0,0,73
0xthvgyu,0xthvgyu,,1,4,5,0.002748,1,1,1,0,47
umeboshi11111,umeboshi11111,,0,3,3,0,1,1,1,0,47
mattb0ys,mattb0ys,,0,3,3,0,1,1,1,0,47
jenniezoki,jenniezoki,,0,3,3,0,1,1,1,0,47
lissmabiss,lissmabiss,,0,1,1,0,1,1,1,0,1
_oowgnoej,_oowgnoej,,0,1,1,0,1,1,1,0,47
carpedm_127,carpedm_127,,0,2,2,0,1,1,1,0,0
ohgabjagi,ohgabjagi,,0,3,3,0,1,1,1,0,47
erika_borkoles,erika_borkoles,,0,1,1,0,1,1,1,0,0
heatherviolett,heatherviolett,,0,1,1,0,1,1,1,0,1
poohsworld415,poohsworld415,,1,1,2,0.002748,0,0,0,0,74
e_jokesus,e_jokesus,,0,3,3,0,1,1,1,0,47
zkdlinahceah,zkdlinahceah,,0,2,2,0,1,1,1,0,0
0xed888,0xed888,,0,3,3,0,1,1,1,0,47
blackthoughtyt,blackthoughtyt,,0,1,1,0,1,1,1,0,1
pasrah7469,pasrah7469,,0,1,1,0,1,1,1,0,47
hakai1308,hakai1308,,0,2,2,0,1,1,1,0,0
luckyvsunluck,luckyvsunluck,,0,2,2,0,1,1,1,0,0
paranasmapili,paranasmapili,,0,3,3,0,1,1,1,0,0
oxpapsky,oxpapsky,,0,2,2,0,1,1,1,0,0
nikhita0311,nikhita0311,,0,2,2,0,1,1,1,0,0
bigfanbt,bigfanbt,,0,1,1,0,1,1,1,0,19
lagi2bigwin,lagi2bigwin,,0,2,2,0,1,1,1,0,0
tobe_1012,tobe_1012,,0,1,1,0,1,1,1,0,33
shivasblessings,shivasblessings,,0,2,2,0,1,1,1,0,0
oxwinyuk_,oxwinyuk_,,0,2,2,0,1,1,1,0,0
rianasaki,rianasaki,,0,1,1,0,1,1,1,0,47
soniasamoggia,soniasamoggia,,0,1,1,0,1,1,1,0,75
nicolettadec,nicolettadec,,1,0,1,0.000989,0,0,0,0,75
achierayers,achierayers,,0,2,2,0,1,1,1,0,0
susanpoe7,susanpoe7,,0,1,1,0,1,1,1,0,1
cgmirand,cgmirand,,1,1,2,0.002748,0,0,0,0,76
sylkykat,sylkykat,,0,1,1,0,1,1,1,0,44
drinceecityx_,drinceecityx_,,0,2,2,0,1,1,1,0,0
t_p_k,t_p_k,,0,1,1,0,1,1,1,0,1
w1ms88,w1ms88,,0,3,3,0,1,1,1,0,47
sureshs93167006,sureshs93167006,,0,1,1,0,1,1,1,0,77
economictimes,economictimes,,3,1,4,0.008243,0,0,0,0,77
eni5510,eni5510,,0,1,1,0,1,1,1,0,1
sipejuangdollar,sipejuangdollar,,0,2,2,0,1,1,1,0,0
multi09_,multi09_,,0,1,1,0,1,1,1,0,47
larissamarantz,larissamarantz,,0,1,1,0,1,1,1,0,1
lockwin8,lockwin8,,0,2,2,0,1,1,1,0,0
hokiluckwin,hokiluckwin,,0,2,2,0,1,1,1,0,0
crescendvo,crescendvo,,0,1,1,0,1,1,1,0,47
heyyy_thewinner,heyyy_thewinner,,0,2,2,0,1,1,1,0,0
arinicorn,arinicorn,,0,3,3,0,1,1,1,0,47
luckyracha,luckyracha,,0,2,2,0,1,1,1,0,0
aerish1485_,aerish1485_,,0,3,3,0,1,1,1,0,47
hannie17hae,hannie17hae,,0,2,2,0,1,1,1,0,0
fcotoscano,fcotoscano,,1,1,2,0.002748,0,0,0,0,78
0xkiwin,0xkiwin,,0,2,2,0,1,1,1,0,0
karmaalwayswin,karmaalwayswin,,0,2,2,0,1,1,1,0,0
saraumery,saraumery,,1,1,2,0.002748,0,0,0,0,79
0xjowellaa17_,0xjowellaa17_,,0,3,3,0,1,1,1,0,47
muklisjahat,muklisjahat,,0,3,3,0,1,1,1,0,47
sanaaaa_ali,sanaaaa_ali,,0,1,1,0,1,1,1,0,80
i_m_i_k_9,i_m_i_k_9,,4,0,4,0.003955,0,0,0,0,80
perfectionlearn,perfectionlearn,,0,2,2,0,1,1,1,0,81
ncte,ncte,,1,0,1,0.000989,0,0,0,0,81
brandon_abdon,brandon_abdon,,1,0,1,0.000989,0,0,0,0,81
cryptocity99,cryptocity99,,0,2,2,0,1,1,1,0,0
toastercloud,toastercloud,,0,1,1,0,1,1,1,0,1
swiftivie,swiftivie,,0,3,3,0,1,1,1,0,45
grazidimambro,grazidimambro,,0,1,1,0,1,1,1,0,82
reale_scenari,reale_scenari,,1,0,1,0.000989,0,0,0,0,82
baudollar_,baudollar_,,0,3,3,0,1,1,1,0,0
jiaeri918,jiaeri918,,0,2,2,0,1,1,1,0,0
algorevfx,algorevfx,,0,1,1,0,1,1,1,0,83
javierbayerri,javierbayerri,,1,0,1,0.000989,0,0,0,0,83
jtalvitie,jtalvitie,,0,1,1,0,1,1,1,0,84
thefinestcc,thefinestcc,,1,0,1,0.000989,0,0,0,0,84
hallowin22,hallowin22,,0,2,2,0,1,1,1,0,0
doncingalls,doncingalls,,0,1,1,0,1,1,1,0,1
kochanbigwin,kochanbigwin,,0,2,2,0,1,1,1,0,0
renjnzip,renjnzip,,0,2,2,0,1,1,1,0,0
winnertakong,winnertakong,,0,2,2,0,1,1,1,0,0
madbigw1n22,madbigw1n22,,0,2,2,0,1,1,1,0,0
anotherdeep,anotherdeep,,0,1,1,0,1,1,1,0,0
asim_simso,asim_simso,,0,2,2,0,1,1,1,0,0
kk_hnnie,kk_hnnie,,0,2,2,0,1,1,1,0,0
mmogaddict,mmogaddict,,0,1,1,0,1,1,1,0,85
ahmadkhan326,ahmadkhan326,,5,0,5,0.004943,0,0,0,0,85
arizonaseminole,arizonaseminole,,0,1,1,0,1,1,1,0,1
qhancroft,qhancroft,,4,0,4,0.003955,0,0,0,0,1
kingcrypto1986,kingcrypto1986,,0,2,2,0,1,1,1,0,86
timmyandchloe,timmyandchloe,,1,0,1,0.000989,0,0,0,0,86
citouvillesxx,citouvillesxx,,0,2,2,0,1,1,1,0,0
valverybigwins,valverybigwins,,0,2,2,0,1,1,1,0,0
0xyrhynchx,0xyrhynchx,,0,2,2,0,1,1,1,0,0
umaybebewins,umaybebewins,,0,3,3,0,1,1,1,0,47
0xnovw1nz,0xnovw1nz,,0,2,2,0,1,1,1,0,0
code7lucky,code7lucky,,0,2,2,0,1,1,1,0,0
vegasuzex,vegasuzex,,0,2,2,0,1,1,1,0,0
myungiebyeol,myungiebyeol,,0,2,2,0,1,1,1,0,0
caitling1130x,caitling1130x,,0,3,3,0,1,1,1,0,47
aerusgirl,aerusgirl,,0,3,3,0,1,1,1,0,47
autoworldmag,autoworldmag,,0,1,1,0,1,1,1,0,63
kristineee7_,kristineee7_,,0,2,2,0,1,1,1,0,0
greg_kennedy10,greg_kennedy10,,0,4,4,0,1,1,1,0,8
adl,adl,,14,0,14,0.030018,0,0,0,0,8
jgreenblattadl,jgreenblattadl,,14,0,14,0.030018,0,0,0,0,8
