Id,Label,timeset,indegree,outdegree,Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
shaikh9bigwin,shaikh9bigwin,,0,2,2,0,1,1,1,0,0
shinryuzean,shinryuzean,,0,2,2,0,1,1,1,0,0
queenza_vitte,queenza_vitte,,1,1,2,0.002748,0,0,0,0,3
reen___01,reen___01,,0,1,1,0,1,1,1,0,47
hello_sherem,hello_sherem,,0,2,2,0,1,1,1,0,47
anrofii15_,anrofii15_,,0,2,2,0,1,1,1,0,0
vvorldcup2022,vvorldcup2022,,0,2,2,0,1,1,1,0,0
jirobigwin,jirobigwin,,0,1,1,0,1,1,1,0,47
oursaturnmark,oursaturnmark,,0,2,2,0,1,1,1,0,0
0xwoles,0xwoles,,0,2,2,0,1,1,1,0,0
oxvessel,oxvessel,,0,3,3,0,1,1,1,0,47
hannywidia,hannywidia,,0,2,2,0,1,1,1,0,0
philfelix12,philfelix12,,0,1,1,0,1,1,1,0,4
matthewjmartin_,matthewjmartin_,,9,0,9,0.008898,0,0,0,0,4
pengenwin18,pengenwin18,,0,2,2,0,1,1,1,0,0
baekhyunwoxn,baekhyunwoxn,,0,2,2,0,1,1,1,0,0
jf_samosir,jf_samosir,,0,2,2,0,1,1,1,0,0
katedailywins_,katedailywins_,,0,3,3,0,1,1,1,0,47
0xnovrain,0xnovrain,,0,2,2,0,1,1,1,0,0
jizzen99,jizzen99,,0,3,3,0,1,1,1,0,47
tentuaja_bigwin,tentuaja_bigwin,,0,1,1,0,1,1,1,0,47
nlyyyx,nlyyyx,,0,2,2,0,1,1,1,0,0
dnimmersatt,dnimmersatt,,1,1,2,0.002748,0,0,0,0,5
lohawins,lohawins,,0,2,2,0,1,1,1,0,0
eiooonp,eiooonp,,0,1,1,0,1,1,1,0,47
mwilanhabibi,mwilanhabibi,,0,2,2,0,1,1,1,0,0
hokisuperwin,hokisuperwin,,0,2,2,0,1,1,1,0,0
shahidmichaels1,shahidmichaels1,,0,1,1,0,1,1,1,0,6
anchor_charul,anchor_charul,,8,0,8,0.007909,0,0,0,0,6
bj_jackson25,bj_jackson25,,0,2,2,0,1,1,1,0,0
luck1xm4,luck1xm4,,0,2,2,0,1,1,1,0,0
arshakaalbarra,arshakaalbarra,,0,2,2,0,1,1,1,0,0
latteraui,latteraui,,0,3,3,0,1,1,1,0,47
kyo_lira,kyo_lira,,0,2,2,0,1,1,1,0,0
soundofya,soundofya,,0,2,2,0,1,1,1,0,0
pradyxl,pradyxl,,1,1,2,0.002748,0,0,0,0,7
maire_elise_,maire_elise_,,0,1,1,0,2,0.571429,0.625,0,8
moistenedtart,moistenedtart,,16,3,19,0.015819,1,1,1,9,8
mediawarriory,mediawarriory,,1,1,2,0.002748,0,0,0,0,9
swoocaz,swoocaz,,0,2,2,0,1,1,1,0,0
klareimntfco,klareimntfco,,0,2,2,0,1,1,1,0,0
0xonyonzwin,0xonyonzwin,,0,2,2,0,1,1,1,0,0
saturnnbabe,saturnnbabe,,0,3,3,0,1,1,1,0,47
boronganbigwin,boronganbigwin,,0,3,3,0,1,1,1,0,47
rflmoy,rflmoy,,0,1,1,0,1,1,1,0,47
absalomedia,absalomedia,,0,1,1,0,1,1,1,0,85
gledekdor,gledekdor,,0,2,2,0,1,1,1,0,0
tuti_sutianah,tuti_sutianah,,0,3,3,0,1,1,1,0,47
0x_anak_soleh,0x_anak_soleh,,0,3,3,0,1,1,1,0,47
rintiksendumu4,rintiksendumu4,,0,2,2,0,1,1,1,0,0
bigwininnov22,bigwininnov22,,0,1,1,0,1,1,1,0,47
novbigwinncks15,novbigwinncks15,,0,2,2,0,1,1,1,0,0
bunda_biru,bunda_biru,,0,3,3,0,1,1,1,0,47
margeulihyuck,margeulihyuck,,0,2,2,0,1,1,1,0,0
renniwgib,renniwgib,,0,3,3,0,1,1,1,0,47
vicdeleon,vicdeleon,,1,1,2,0.002748,0,0,0,0,10
onemanarmy29,onemanarmy29,,0,3,3,0,1,1,1,0,47
nitin7716,nitin7716,,0,3,3,0,1,1,1,0,47
kuncupboy,kuncupboy,,0,1,1,0,1,1,1,0,47
0xywinny,0xywinny,,0,2,2,0,1,1,1,0,0
punyaanin,punyaanin,,0,2,2,0,1,1,1,0,0
oxmasdiditwin,oxmasdiditwin,,0,2,2,0,1,1,1,0,0
xxxtj,xxxtj,,0,2,2,0,1,1,1,0,0
tazcj,tazcj,,0,1,1,0,1,1,1,0,85
youanitachan09,youanitachan09,,0,1,1,0,1,1,1,0,47
nayyawin,nayyawin,,0,1,1,0,1,1,1,0,47
chinhoonie,chinhoonie,,0,2,2,0,1,1,1,0,0
calle_aves,calle_aves,,0,1,1,0,1,1,1,0,47
_thisisvictor,_thisisvictor,,0,1,1,0,1,1,1,0,1
ranjona,ranjona,,0,1,1,0,1,1,1,0,1
blueberryxicez,blueberryxicez,,0,2,2,0,1,1,1,0,0
sempolpedas,sempolpedas,,0,2,2,0,1,1,1,0,0
yenyen1215,yenyen1215,,0,3,3,0,1,1,1,0,47
johnsonthomi,johnsonthomi,,0,1,1,0,1,1,1,0,1
bbunnycuties,bbunnycuties,,0,2,2,0,1,1,1,0,0
colsy9,colsy9,,0,1,1,0,1,1,1,0,85
0x1wyn_,0x1wyn_,,0,2,2,0,1,1,1,0,0
sm_aurum,sm_aurum,,0,1,1,0,1,1,1,0,85
edithgdeherrera,edithgdeherrera,,0,5,5,0,1,1,1,0,11
ven,ven,,1,0,1,0.000989,0,0,0,0,11
kilitodenergia,kilitodenergia,,1,0,1,0.000989,0,0,0,0,11
luzm064,luzm064,,1,0,1,0.000989,0,0,0,0,11
gabydeas,gabydeas,,1,0,1,0.000989,0,0,0,0,11
weyoyeyo,weyoyeyo,,1,0,1,0.000989,0,0,0,0,11
clairebuis,clairebuis,,0,2,2,0,1,1,1,0,0
bigwindahlia,bigwindahlia,,0,1,1,0,1,1,1,0,47
pl4t_t,pl4t_t,,0,2,2,0,1,1,1,0,0
sylndri_jjh,sylndri_jjh,,0,3,3,0,1,1,1,0,47
widiyaseka,widiyaseka,,0,1,1,0,1,1,1,0,47
mrf1304,mrf1304,,0,2,2,0,1,1,1,0,0
ch0osen,ch0osen,,0,2,2,0,1,1,1,0,0
jaemagust_to_me,jaemagust_to_me,,0,1,1,0,1,1,1,0,47
lavlykaichen,lavlykaichen,,0,1,1,0,1,1,1,0,47
amitoocutefu,amitoocutefu,,0,2,2,0,1,1,1,0,0
jaemyeoja,jaemyeoja,,0,2,2,0,1,1,1,0,0
bubbibuuwins,bubbibuuwins,,0,2,2,0,1,1,1,0,0
lukilukullus,lukilukullus,,1,1,2,0.002748,0,0,0,0,12
kaito55174356,kaito55174356,,0,1,1,0,1,1,1,0,47
ctheniaxxi,ctheniaxxi,,0,1,1,0,1,1,1,0,47
luckyoombie,luckyoombie,,0,2,2,0,1,1,1,0,0
arvsx28,arvsx28,,0,1,1,0,1,1,1,0,47
grt8t,grt8t,,1,1,2,0.002748,0,0,0,0,13
wxw_bigcity1111,wxw_bigcity1111,,0,1,1,0,1,1,1,0,47
b1gwin_terus,b1gwin_terus,,0,2,2,0,1,1,1,0,0
khimphotxszzz,khimphotxszzz,,0,2,2,0,1,1,1,0,0
najicha_05,najicha_05,,0,2,2,0,1,1,1,0,0
akilove202,akilove202,,0,2,2,0,1,1,1,0,0
cookinginaka,cookinginaka,,0,1,1,0,1,1,1,0,47
cityxbutuhuang,cityxbutuhuang,,0,1,1,0,1,1,1,0,47
win4ryu,win4ryu,,0,2,2,0,1,1,1,0,0
winawinmixufe,winawinmixufe,,0,1,1,0,1,1,1,0,47
camboaquila,camboaquila,,0,3,3,0,1,1,1,0,47
zubaidahwin,zubaidahwin,,0,2,2,0,1,1,1,0,0
beyangyang30,beyangyang30,,0,2,2,0,1,1,1,0,0
caantiikkk,caantiikkk,,0,2,2,0,1,1,1,0,0
alimohammd_,alimohammd_,,0,1,1,0,1,1,1,0,14
inzamamwahidi,inzamamwahidi,,1,0,1,0.000989,0,0,0,0,14
picknavariego11,picknavariego11,,0,3,3,0,1,1,1,0,47
mellifluousxx_,mellifluousxx_,,0,3,3,0,1,1,1,0,47
jaechilz,jaechilz,,0,1,1,0,1,1,1,0,47
chockinsandwich,chockinsandwich,,0,2,2,0,1,1,1,0,0
sapphire08g,sapphire08g,,0,1,1,0,1,1,1,0,15
emilyhuante,emilyhuante,,1,0,1,0.000989,0,0,0,0,15
prasannamohanty,prasannamohanty,,0,1,1,0,1,1,1,0,1
cestmoi_knsya,cestmoi_knsya,,0,2,2,0,1,1,1,0,0
raileighriego,raileighriego,,0,3,3,0,1,1,1,0,47
suri_crush,suri_crush,,0,1,1,0,1,1,1,0,47
doktorgoogle,doktorgoogle,,2,1,3,0.005495,0,0,0,0,16
partycoffee,partycoffee,,0,1,1,0,1,1,1,0,16
aff_bigwin,aff_bigwin,,0,3,3,0,1,1,1,0,47
daylieghts,daylieghts,,0,3,3,0,1,1,1,0,47
kepickmulu,kepickmulu,,0,1,1,0,1,1,1,0,47
hmmurti,hmmurti,,0,1,1,0,1,1,1,0,85
favcloudsss,favcloudsss,,0,1,1,0,1,1,1,0,47
0xwikudew,0xwikudew,,0,3,3,0,1,1,1,0,47
utamenang1,utamenang1,,0,2,2,0,1,1,1,0,0
cris18mary,cris18mary,,1,1,2,0.002748,0,0,0,0,17
tag_akurain,tag_akurain,,0,2,2,0,1,1,1,0,0
luckywiiiii,luckywiiiii,,0,3,3,0,1,1,1,0,47
gasukamu,gasukamu,,0,2,2,0,1,1,1,0,0
ncblxia,ncblxia,,0,2,2,0,1,1,1,0,0
cryptofvcker,cryptofvcker,,0,2,2,0,1,1,1,0,45
twitter,twitter,,17,0,17,0.022874,0,0,0,0,45
dingyungbato,dingyungbato,,0,1,1,0,1,1,1,0,47
itsluckymom,itsluckymom,,0,1,1,0,1,1,1,0,47
emah_morr,emah_morr,,0,2,2,0,1,1,1,0,0
okshellawin10,okshellawin10,,0,2,2,0,1,1,1,0,0
jus_cool2,jus_cool2,,0,2,2,0,1,1,1,0,0
cyasuzie,cyasuzie,,1,1,2,0.002748,0,0,0,0,18
novbigwin007_ja,novbigwin007_ja,,0,1,1,0,1,1,1,0,47
somitmakar,somitmakar,,0,1,1,0,1,1,1,0,0
izzarija876,izzarija876,,0,2,2,0,1,1,1,0,0
naaawinn,naaawinn,,0,1,1,0,1,1,1,0,47
the_freed_bird,the_freed_bird,,0,1,1,0,1,1,1,0,0
laliluckywin,laliluckywin,,0,1,1,0,1,1,1,0,47
jaemwinsxx,jaemwinsxx,,0,2,2,0,1,1,1,0,0
bigwinkiki,bigwinkiki,,0,1,1,0,1,1,1,0,47
patrynggg17,patrynggg17,,0,2,2,0,1,1,1,0,0
afandiuyee94,afandiuyee94,,0,1,1,0,1,1,1,0,47
oxpickawabc,oxpickawabc,,0,1,1,0,1,1,1,0,47
dendysz,dendysz,,0,2,2,0,1,1,1,0,0
maroofajaskani,maroofajaskani,,0,1,1,0,1,1,1,0,19
ashmanlarokar,ashmanlarokar,,4,0,4,0.003955,0,0,0,0,19
inikiizee,inikiizee,,0,3,3,0,1,1,1,0,47
oxoctowin,oxoctowin,,0,1,1,0,1,1,1,0,47
lycorisy,lycorisy,,0,1,1,0,1,1,1,0,1
akunhokibgt,akunhokibgt,,0,3,3,0,1,1,1,0,47
foeveryedam,foeveryedam,,0,1,1,0,1,1,1,0,47
katievoteblue,katievoteblue,,0,1,1,0,1,1,1,0,1
oxmina77,oxmina77,,0,2,2,0,1,1,1,0,0
ayangbri,ayangbri,,0,3,3,0,1,1,1,0,47
oxtoberlucky,oxtoberlucky,,0,3,3,0,1,1,1,0,47
yaallahyarazzaq,yaallahyarazzaq,,0,2,2,0,1,1,1,0,0
baebaebigw1n__,baebaebigw1n__,,0,2,2,0,1,1,1,0,0
wilujeungwin,wilujeungwin,,0,3,3,0,1,1,1,0,47
ankushdamania,ankushdamania,,0,1,1,0,1,1,1,0,20
etnowlive,etnowlive,,1,0,1,0.000989,0,0,0,0,20
peekaysinha,peekaysinha,,0,1,1,0,1,1,1,0,21
mattbinder,mattbinder,,1,0,1,0.000989,0,0,0,0,21
a3rifree,a3rifree,,0,2,2,0,1,1,1,0,0
jihan0corn,jihan0corn,,0,2,2,0,1,1,1,0,0
yogeshk78152899,yogeshk78152899,,0,1,1,0,1,1,1,0,6
jagvng,jagvng,,0,2,2,0,1,1,1,0,0
sgdmnq,sgdmnq,,0,2,2,0,1,1,1,0,0
hokiwinterus,hokiwinterus,,0,2,2,0,1,1,1,0,0
itsme_jonnib,itsme_jonnib,,0,1,1,0,1,1,1,0,1
rizqia2291,rizqia2291,,0,1,1,0,1,1,1,0,47
minjinoona04,minjinoona04,,0,3,3,0,1,1,1,0,47
bebelabyu2,bebelabyu2,,0,1,1,0,1,1,1,0,47
yrw1nxz,yrw1nxz,,0,2,2,0,1,1,1,0,0
gail_nestel,gail_nestel,,0,1,1,0,1,1,1,0,85
jamespay123,jamespay123,,0,1,1,0,1,1,1,0,47
0xdeivbigwin,0xdeivbigwin,,0,2,2,0,1,1,1,0,0
jerometzy69,jerometzy69,,0,1,1,0,1,1,1,0,47
mustissarii1_,mustissarii1_,,0,3,3,0,1,1,1,0,47
mercusuarv,mercusuarv,,0,2,2,0,1,1,1,0,0
sunildsouzaa_,sunildsouzaa_,,0,3,3,0,1,1,1,0,47
imdemsy,imdemsy,,0,1,1,0,1,1,1,0,47
stelenafoster,stelenafoster,,0,1,1,0,1,1,1,0,22
sanaban55403916,sanaban55403916,,1,0,1,0.000989,0,0,0,0,22
reycityx,reycityx,,0,1,1,0,1,1,1,0,47
bigoxwinsxx,bigoxwinsxx,,0,1,1,0,1,1,1,0,47
kapanwinnih,kapanwinnih,,0,2,2,0,1,1,1,0,0
kepkepmu,kepkepmu,,0,1,1,0,1,1,1,0,47
citognolotic,citognolotic,,0,1,1,0,1,1,1,0,0
nurshifah_,nurshifah_,,0,1,1,0,1,1,1,0,47
maxxzyt,maxxzyt,,0,1,1,0,1,1,1,0,47
0xbigwinayo,0xbigwinayo,,0,1,1,0,1,1,1,0,47
jugheadj17,jugheadj17,,0,2,2,0,1,1,1,0,0
marchwrj,marchwrj,,0,2,2,0,1,1,1,0,0
satyamulya2011,satyamulya2011,,0,1,1,0,1,1,1,0,47
nopvemberbigwin,nopvemberbigwin,,0,2,2,0,1,1,1,0,0
rickycbookwinx,rickycbookwinx,,0,2,2,0,1,1,1,0,0
0xhokiakun,0xhokiakun,,0,3,3,0,1,1,1,0,47
renee659799,renee659799,,0,1,1,0,1,1,1,0,4
loeyghn,loeyghn,,0,2,2,0,1,1,1,0,0
ashwinsx,ashwinsx,,0,3,3,0,1,1,1,0,47
bigwincantixx,bigwincantixx,,0,3,3,0,1,1,1,0,47
aluxxes,aluxxes,,0,1,1,0,1,1,1,0,23
lyndastraffin,lyndastraffin,,1,0,1,0.000989,0,0,0,0,23
joining4living,joining4living,,0,2,2,0,1,1,1,0,0
ajeemcityx,ajeemcityx,,0,2,2,0,1,1,1,0,0
dipickpickaw,dipickpickaw,,0,2,2,0,1,1,1,0,0
sseulbigwiin,sseulbigwiin,,0,3,3,0,1,1,1,0,47
luxeksy_,luxeksy_,,0,2,2,0,1,1,1,0,0
randomgamer765,randomgamer765,,0,1,1,0,1,1,1,0,1
mamamokyots,mamamokyots,,0,2,2,0,1,1,1,0,0
heonijay__,heonijay__,,0,2,2,0,1,1,1,0,0
hoonie_mylover,hoonie_mylover,,0,2,2,0,1,1,1,0,0
inisummy,inisummy,,0,2,2,0,1,1,1,0,0
smopobennifer,smopobennifer,,0,1,1,0,1,1,1,0,45
realdonaldtrump,realdonaldtrump,,11,0,11,0.015404,0,0,0,0,45
oxmatt_21,oxmatt_21,,0,1,1,0,1,1,1,0,47
pasrahbigwinnnn,pasrahbigwinnnn,,0,2,2,0,1,1,1,0,0
syukvr,syukvr,,0,2,2,0,1,1,1,0,0
ryzkymamahqu,ryzkymamahqu,,0,2,2,0,1,1,1,0,0
ox_tober_win9,ox_tober_win9,,0,2,2,0,1,1,1,0,0
coyotze,coyotze,,0,2,2,0,1,1,1,0,0
alohaluhan,alohaluhan,,0,2,2,0,1,1,1,0,0
rezekinaila8,rezekinaila8,,0,1,1,0,1,1,1,0,47
novwinamyxtic,novwinamyxtic,,0,2,2,0,1,1,1,0,0
jamiejwhite1,jamiejwhite1,,0,1,1,0,1,1,1,0,0
24terrabyte,24terrabyte,,0,3,3,0,1,1,1,0,47
cof1w1ns,cof1w1ns,,0,1,1,0,1,1,1,0,47
mylonceng,mylonceng,,0,2,2,0,1,1,1,0,0
medibigwin,medibigwin,,0,3,3,0,1,1,1,0,47
tareksh44753169,tareksh44753169,,0,1,1,0,1,1,1,0,47
tyongcityx_,tyongcityx_,,0,2,2,0,1,1,1,0,0
sakiliyadtari,sakiliyadtari,,0,1,1,0,1,1,1,0,47
jmparkim_,jmparkim_,,0,2,2,0,1,1,1,0,0
twinsa2122,twinsa2122,,0,1,1,0,1,1,1,0,47
luh_titisuri,luh_titisuri,,0,1,1,0,1,1,1,0,47
3llaxie,3llaxie,,0,2,2,0,1,1,1,0,0
heeltellen,heeltellen,,0,2,2,0,1,1,1,0,24
umarebru,umarebru,,1,0,1,0.000989,0,0,0,0,24
hugodejonge,hugodejonge,,1,0,1,0.000989,0,0,0,0,24
tyongfavs,tyongfavs,,0,1,1,0,1,1,1,0,47
jhojhoseiwai,jhojhoseiwai,,0,1,1,0,1,1,1,0,47
hope_94ers,hope_94ers,,0,1,1,0,1,1,1,0,47
martnicap,martnicap,,0,3,3,0,1,1,1,0,47
berikamibigwin9,berikamibigwin9,,0,2,2,0,1,1,1,0,0
88wincityx,88wincityx,,0,3,3,0,1,1,1,0,47
abbaskhalil44,abbaskhalil44,,0,1,1,0,1,1,1,0,47
abcdefghijwi,abcdefghijwi,,0,3,3,0,1,1,1,0,0
annalaughy,annalaughy,,0,1,1,0,1,1,1,0,47
yumyamyqm,yumyamyqm,,0,2,2,0,1,1,1,0,0
0xtakashimons,0xtakashimons,,0,2,2,0,1,1,1,0,0
0x_mywin,0x_mywin,,0,2,2,0,1,1,1,0,0
iaamriegoluck,iaamriegoluck,,0,3,3,0,1,1,1,0,47
hiyyexell,hiyyexell,,0,2,2,0,1,1,1,0,0
oxbigwinzx,oxbigwinzx,,0,2,2,0,1,1,1,0,0
americaboy4pres,americaboy4pres,,0,1,1,0,1,1,1,0,45
bigwin4me9,bigwin4me9,,0,2,2,0,1,1,1,0,0
gunawan85930198,gunawan85930198,,0,1,1,0,1,1,1,0,47
wangymoney,wangymoney,,0,3,3,0,1,1,1,0,0
claimthebigwin,claimthebigwin,,0,1,1,0,1,1,1,0,47
itsjdyfrst,itsjdyfrst,,0,2,2,0,1,1,1,0,0
youwinskrrt7,youwinskrrt7,,0,1,1,0,1,1,1,0,47
lartist580,lartist580,,0,1,1,0,1,1,1,0,0
lelandemcknight,lelandemcknight,,1,1,2,0.002748,0,0,0,0,25
sinyo1899,sinyo1899,,0,2,2,0,1,1,1,0,0
truntemus73,truntemus73,,0,1,1,0,1,1,1,0,1
volkeer23,volkeer23,,0,1,1,0,1,1,1,0,47
cheetahctyx,cheetahctyx,,0,3,3,0,1,1,1,0,47
epicnovember21,epicnovember21,,0,2,2,0,1,1,1,0,0
liawin30,liawin30,,0,1,1,0,1,1,1,0,47
oxannais,oxannais,,0,1,1,0,1,1,1,0,47
winnnsbs,winnnsbs,,0,1,1,0,1,1,1,0,47
beepbopp_bun,beepbopp_bun,,0,1,1,0,1,1,1,0,0
ucup_86813,ucup_86813,,0,1,1,0,1,1,1,0,47
gandossfullwinx,gandossfullwinx,,0,2,2,0,1,1,1,0,0
lisaletmewinpls,lisaletmewinpls,,0,3,3,0,1,1,1,0,0
de_arasyy7,de_arasyy7,,0,2,2,0,1,1,1,0,0
mama_lorenwin,mama_lorenwin,,0,1,1,0,1,1,1,0,47
gods_ofgambler,gods_ofgambler,,0,2,2,0,1,1,1,0,0
wyvmiracle,wyvmiracle,,0,2,2,0,1,1,1,0,0
minigrib,minigrib,,0,2,2,0,1,1,1,0,0
jonsbigwincityx,jonsbigwincityx,,0,2,2,0,1,1,1,0,0
notnuub_0,notnuub_0,,0,2,2,0,1,1,1,0,0
ox_titik,ox_titik,,0,1,1,0,1,1,1,0,47
artus_tm86,artus_tm86,,0,2,2,0,1,1,1,0,0
chaenggyuwu,chaenggyuwu,,0,2,2,0,1,1,1,0,0
jweunoia,jweunoia,,0,2,2,0,1,1,1,0,0
leamiss0h,leamiss0h,,0,3,3,0,1,1,1,0,47
hello_hun98,hello_hun98,,0,2,2,0,1,1,1,0,0
rejokliwon,rejokliwon,,0,1,1,0,1,1,1,0,47
byundinda1919,byundinda1919,,0,1,1,0,1,1,1,0,47
dms12444,dms12444,,0,1,1,0,1,1,1,0,1
pickbigwinava,pickbigwinava,,0,3,3,0,1,1,1,0,47
bmmissufe,bmmissufe,,0,1,1,0,1,1,1,0,47
wonuberi,wonuberi,,0,2,2,0,1,1,1,0,0
feisyaaa995,feisyaaa995,,0,1,1,0,1,1,1,0,47
shailes07428152,shailes07428152,,0,1,1,0,1,1,1,0,6
ziabigwiin,ziabigwiin,,0,2,2,0,1,1,1,0,0
sakurata_takada,sakurata_takada,,0,2,2,0,1,1,1,0,0
bubblebuster26,bubblebuster26,,1,1,2,0.002748,0,0,0,0,26
rifathbhai75,rifathbhai75,,1,1,2,0.002748,0,0,0,0,27
nov3mber_alexia,nov3mber_alexia,,0,2,2,0,1,1,1,0,0
manus1ab1asa16,manus1ab1asa16,,0,2,2,0,1,1,1,0,0
htcity,htcity,,2,1,3,0.005495,0,0,0,0,28
boobootraylor,boobootraylor,,0,1,1,0,1,1,1,0,28
samuelm61640414,samuelm61640414,,0,1,1,0,1,1,1,0,29
auntteefah,auntteefah,,3,0,3,0.002966,0,0,0,0,29
asbnewsindia,asbnewsindia,,1,1,2,0.002748,0,0,0,0,30
lenghtymeatpup1,lenghtymeatpup1,,1,1,2,0.002748,0,0,0,0,31
mindgamer024,mindgamer024,,0,2,2,0,1,1,1,0,32
sriramk,sriramk,,1,0,1,0.000989,0,0,0,0,32
ruojzmn777,ruojzmn777,,0,2,2,0,1,1,1,0,0
pugmothersue,pugmothersue,,0,1,1,0,1,1,1,0,33
crosswordpuzzlr,crosswordpuzzlr,,5,0,5,0.004943,0,0,0,0,33
naya46918398,naya46918398,,0,3,3,0,1,1,1,0,47
_mauwindong,_mauwindong,,0,3,3,0,1,1,1,0,47
juanb0218,juanb0218,,0,2,2,0,1,1,1,0,0
pazmanyg,pazmanyg,,0,1,1,0,1,1,1,0,45
w1nsjaemcityx,w1nsjaemcityx,,0,2,2,0,1,1,1,0,0
disinibigwin,disinibigwin,,0,2,2,0,1,1,1,0,0
jolietel2,jolietel2,,0,2,2,0,1,1,1,0,0
0xbella5juta,0xbella5juta,,0,2,2,0,1,1,1,0,0
deryderrr,deryderrr,,0,3,3,0,1,1,1,0,47
rand0mz01,rand0mz01,,0,1,1,0,1,1,1,0,47
bertanyea,bertanyea,,0,2,2,0,1,1,1,0,0
htoenne,htoenne,,1,1,2,0.002748,0,0,0,0,34
aylisahxx,aylisahxx,,0,2,2,0,1,1,1,0,0
aaromwinwin,aaromwinwin,,0,2,2,0,1,1,1,0,0
with_witar,with_witar,,0,2,2,0,1,1,1,0,0
gfarquart,gfarquart,,0,1,1,0,1,1,1,0,33
3200nwilton44th,3200nwilton44th,,0,1,1,0,1,1,1,0,1
kreidefrinz,kreidefrinz,,0,2,2,0,1,1,1,0,0
romantico198205,romantico198205,,0,1,1,0,1,1,1,0,35
bdc_archive,bdc_archive,,6,0,6,0.005932,0,0,0,0,35
richardsjennie,richardsjennie,,0,1,1,0,1,1,1,0,1
trivanzu,trivanzu,,0,2,2,0,1,1,1,0,0
fabriceflorin,fabriceflorin,,0,3,3,0,1,1,1,0,45
kumimongku,kumimongku,,0,3,3,0,1,1,1,0,47
bywordofmaus,bywordofmaus,,0,1,1,0,1,1,1,0,2
blukutugg,blukutugg,,0,1,1,0,1,1,1,0,0
143yfful,143yfful,,0,2,2,0,1,1,1,0,0
cooootiepie,cooootiepie,,0,2,2,0,1,1,1,0,0
ubewinovember,ubewinovember,,0,2,2,0,1,1,1,0,0
28naini,28naini,,0,2,2,0,1,1,1,0,0
brownsugahpromo,brownsugahpromo,,1,2,3,0.002748,1,1,1,0,36
utoday_en,utoday_en,,1,0,1,0.002748,0,0,0,0,36
fanturu,fanturu,,0,3,3,0,1,1,1,0,47
bigdecision88,bigdecision88,,1,1,2,0.002748,0,0,0,0,37
chuzshen,chuzshen,,0,3,3,0,1,1,1,0,47
girlwithbanjo,girlwithbanjo,,1,1,2,0.002748,0,0,0,0,38
bigwinpickaww,bigwinpickaww,,0,2,2,0,1,1,1,0,0
aijjnn_,aijjnn_,,0,3,3,0,1,1,1,0,47
nanda88852886,nanda88852886,,0,2,2,0,1,1,1,0,39
karaswisher,karaswisher,,1,0,1,0.000989,0,0,0,0,39
kimdotcom,kimdotcom,,1,0,1,0.000989,0,0,0,0,39
saturdaexi,saturdaexi,,0,2,2,0,1,1,1,0,0
froesthy,froesthy,,0,2,2,0,1,1,1,0,0
shandychiks_,shandychiks_,,0,3,3,0,1,1,1,0,47
tripleoct10,tripleoct10,,0,2,2,0,1,1,1,0,0
bestirose,bestirose,,0,3,3,0,1,1,1,0,0
atun20232428,atun20232428,,0,2,2,0,1,1,1,0,0
novemberluckywn,novemberluckywn,,0,2,2,0,1,1,1,0,0
le_sserafim918,le_sserafim918,,0,2,2,0,1,1,1,0,0
oxlucky_rocky1,oxlucky_rocky1,,0,2,2,0,1,1,1,0,0
suunlights,suunlights,,0,3,3,0,1,1,1,0,47
cryto_kasih1482,cryto_kasih1482,,0,2,2,0,1,1,1,0,0
luckxygirl,luckxygirl,,0,3,3,0,1,1,1,0,47
virendra009x,virendra009x,,0,1,1,0,1,1,1,0,40
khaleejtimes,khaleejtimes,,3,1,4,0.008243,0,0,0,0,40
wineyey,wineyey,,0,2,2,0,1,1,1,0,0
0xwinoi14,0xwinoi14,,0,1,1,0,1,1,1,0,47
daechweeta,daechweeta,,0,3,3,0,1,1,1,0,0
bolehdongwin,bolehdongwin,,0,2,2,0,1,1,1,0,0
chjhlng,chjhlng,,0,2,2,0,1,1,1,0,0
yobahagia,yobahagia,,0,2,2,0,1,1,1,0,0
tallhandsomewin,tallhandsomewin,,0,2,2,0,1,1,1,0,0
bigwinterusnich,bigwinterusnich,,0,1,1,0,1,1,1,0,47
abcongrats,abcongrats,,0,3,3,0,1,1,1,0,47
makashkr03,makashkr03,,0,2,2,0,1,1,1,0,0
piwpow_,piwpow_,,0,3,3,0,1,1,1,0,47
thisnd_,thisnd_,,0,2,2,0,1,1,1,0,0
akashrane22,akashrane22,,0,2,2,0,1,1,1,0,0
qilauty,qilauty,,0,2,2,0,1,1,1,0,0
lulafat_614,lulafat_614,,0,1,1,0,1,1,1,0,47
oxwinjk122_,oxwinjk122_,,0,2,2,0,1,1,1,0,0
kalilineaux,kalilineaux,,0,1,1,0,1,1,1,0,1
a_rohmanhadi,a_rohmanhadi,,0,3,3,0,1,1,1,0,47
_watanabees,_watanabees,,0,2,2,0,1,1,1,0,0
cipungwin45,cipungwin45,,0,2,2,0,1,1,1,0,0
hunterpenasaran,hunterpenasaran,,0,1,1,0,1,1,1,0,47
gushciouus,gushciouus,,0,3,3,0,1,1,1,0,47
hochisae,hochisae,,0,3,3,0,1,1,1,0,0
bigwinnov,bigwinnov,,0,3,3,0,1,1,1,0,0
echoheartx,echoheartx,,0,1,1,0,1,1,1,0,85
capekrtterus,capekrtterus,,0,2,2,0,1,1,1,0,0
