iso3	interview_id	q86
BGD	50070249	2
BGD	50070462	3
BGD	50070463	2
BGD	50070465	2
BGD	50070468	2
BGD	50070573	1
BGD	50070577	3
BGD	50070578	3
BGD	50070669	2
BGD	50070843	3
BGD	50070096	3
BGD	50070430	3
BGD	50070495	4
BGD	50070501	4
BGD	50070504	2
BGD	50070505	4
BGD	50070811	2
BGD	50070813	2
BGD	50070817	3
BGD	50070873	4
BGD	50070874	4
BGD	50070878	3
BGD	50070912	2
BGD	50070916	2
BGD	50070917	2
BGD	50070918	3
BGD	50070919	2
BGD	50070920	2
BGD	50070991	3
BGD	50070441	2
BGD	50071014	2
BGD	50071016	2
BGD	50071020	2
BGD	50070337	2
BGD	50070805	2
BGD	50070832	1
BGD	50070903	2
BGD	50070364	1
BGD	50070980	1
ARM	51070007	4
ARM	51070032	2
ARM	51070030	4
ARM	51070044	2
ARM	51070043	4
ARM	51070691	2
ARM	51070066	2
ARM	51070088	3
ARM	51070694	1
ARM	51070695	2
ARM	51070109	4
ARM	51070110	2
ARM	51070097	3
ARM	51070454	2
ARM	51070176	4
ARM	51070118	3
ARM	51070154	3
ARM	51070495	1
ARM	51070178	4
ARM	51070199	3
ARM	51070488	2
ARM	51070365	4
ARM	51070356	4
ARM	51070502	4
ARM	51070503	3
ARM	51070243	2
ARM	51070246	3
ARM	51070287	2
ARM	51070324	4
ARM	51070320	3
ARM	51070384	4
ARM	51070303	2
ARM	51070304	3
ARM	51070409	4
ARM	51070360	2
ARM	51070402	3
ARM	51070346	4
ARM	51070371	4
ARM	51070370	2
ARM	51070395	3
ARM	51070361	4
ARM	51070415	2
ARM	51070428	2
ARM	51070430	2
ARM	51070469	3
ARM	51070434	4
ARM	51070435	2
ARM	51070481	2
ARM	51070479	3
ARM	51070480	2
ARM	51070419	4
ARM	51070473	4
ARM	51070475	4
ARM	51070461	3
ARM	51070525	2
ARM	51070587	2
ARM	51070536	4
ARM	51070512	4
ARM	51070680	2
ARM	51070592	2
ARM	51070554	3
ARM	51070548	3
ARM	51070559	4
ARM	51070932	3
ARM	51070575	3
ARM	51070600	4
ARM	51070682	2
ARM	51070684	4
ARM	51070630	3
ARM	51070707	3
ARM	51070615	3
ARM	51070708	3
ARM	51070642	2
ARM	51070646	4
ARM	51070645	4
ARM	51070650	2
ARM	51070674	4
ARM	51070672	4
ARM	51070675	2
ARM	51070688	2
ARM	51070746	3
ARM	51070764	4
ARM	51070765	4
ARM	51070723	3
ARM	51070719	2
ARM	51070732	3
ARM	51070770	4
ARM	51070756	3
ARM	51070758	4
ARM	51070760	4
ARM	51070763	4
ARM	51070978	3
ARM	51070886	4
ARM	51070750	4
ARM	51070813	4
ARM	51070817	2
ARM	51070791	3
ARM	51070908	3
ARM	51070888	2
ARM	51070800	4
ARM	51070898	3
ARM	51070896	2
ARM	51070900	1
ARM	51070897	4
ARM	51070902	1
ARM	51070840	4
ARM	51071033	4
ARM	51070850	4
ARM	51070855	1
ARM	51070870	4
ARM	51070960	2
ARM	51071018	4
ARM	51070926	2
ARM	51070928	4
ARM	51070959	3
ARM	51071027	3
ARM	51071029	2
ARM	51071028	4
ARM	51071004	4
ARM	51071005	4
ARM	51071012	4
ARM	51071015	2
ARM	51071016	3
ARM	51070999	4
ARM	51071002	2
ARM	51071074	2
ARM	51071039	2
ARM	51071151	3
ARM	51071040	3
ARM	51071204	2
ARM	51071203	3
ARM	51071078	3
ARM	51071086	3
ARM	51071085	4
ARM	51071105	4
ARM	51071082	4
ARM	51071221	2
ARM	51071100	3
ARM	51071095	4
ARM	51071094	4
ARM	51071121	2
ARM	51071179	4
ARM	51071165	3
ARM	51071163	3
ARM	51071162	3
ARM	51071184	4
ARM	51071198	4
ARM	51071175	2
ARM	51071172	2
ARM	51071188	3
BOL	68070093	4
BOL	68070110	4
BOL	68070120	4
BOL	68070124	3
BOL	68070138	2
BOL	68070154	3
BOL	68070156	2
BOL	68070190	4
BOL	68070192	3
BOL	68070200	3
BOL	68070208	4
BOL	68070237	3
BOL	68070238	4
BOL	68070269	3
BOL	68070275	3
BOL	68070283	4
BOL	68070286	3
BOL	68070290	4
BOL	68070296	3
BOL	68070297	1
BOL	68070311	3
BOL	68070347	3
BOL	68070353	2
BOL	68070403	4
BOL	68070505	4
BOL	68070515	4
BOL	68070525	2
BOL	68070586	4
BOL	68070590	4
BOL	68070596	4
BOL	68070611	4
BOL	68070613	3
BOL	68070628	3
BOL	68070641	3
BOL	68070649	4
BOL	68070662	1
BOL	68070664	1
BOL	68070678	1
BOL	68070692	4
BOL	68070718	4
BOL	68070721	4
BOL	68070723	3
BOL	68070753	4
BOL	68070762	3
BOL	68070779	4
BOL	68070784	4
BOL	68070787	4
BOL	68070793	4
BOL	68070849	2
BOL	68070851	3
BOL	68070854	2
BOL	68070903	4
BOL	68070932	4
BOL	68070949	3
BOL	68070963	4
BOL	68070980	2
BOL	68070990	4
BOL	68070994	4
BOL	68071001	4
BOL	68071007	3
BOL	68071031	4
BOL	68071048	3
BOL	68071056	3
BOL	68071140	3
BOL	68071142	2
BOL	68071159	4
BOL	68071198	4
BOL	68071212	4
BOL	68071219	3
BOL	68071223	3
BOL	68071245	3
BOL	68071266	3
BOL	68071276	4
BOL	68071307	3
BOL	68071317	4
BOL	68071324	1
BOL	68071325	3
BOL	68071344	3
BOL	68071345	3
BOL	68071351	3
BOL	68071375	4
BOL	68071384	2
BOL	68071398	3
BOL	68071418	4
BOL	68071434	4
BOL	68071453	4
BOL	68071463	3
BOL	68071483	3
BOL	68071506	3
BOL	68071552	3
BOL	68071580	3
BOL	68071585	4
BOL	68071586	4
BOL	68071692	2
BOL	68071735	3
BOL	68071853	3
BOL	68071865	3
BOL	68071884	3
BOL	68071896	3
BOL	68071898	4
BOL	68071948	4
BOL	68071949	3
BOL	68071950	2
BOL	68071955	3
BOL	68071971	3
BOL	68071984	3
BOL	68071985	3
BOL	68071988	4
BOL	68071995	3
BOL	68072007	3
BOL	68072041	4
BOL	68072052	4
BOL	68072054	3
BOL	68072058	3
BOL	68072059	3
BRA	76071565	4
BRA	76071516	2
BRA	76070414	3
BRA	76070450	2
BRA	76070451	4
BRA	76070581	3
BRA	76070736	2
BRA	76070870	4
BRA	76070907	2
BRA	76071009	4
BRA	76071382	4
BRA	76071836	2
BRA	76070016	4
BRA	76070572	3
BRA	76070711	4
BRA	76070854	4
BRA	76071031	2
BRA	76071521	2
BRA	76071955	3
BRA	76070037	4
BRA	76070075	2
BRA	76070237	2
BRA	76070463	3
BRA	76070472	4
BRA	76070666	2
BRA	76070772	2
BRA	76070981	4
BRA	76071244	4
BRA	76071325	3
BRA	76071342	2
BRA	76071740	4
BRA	76071890	2
BRA	76070094	2
BRA	76070105	3
BRA	76070264	3
BRA	76070730	3
BRA	76070966	2
BRA	76071345	4
BRA	76071537	4
BRA	76071650	2
BRA	76071682	4
BRA	76071686	3
BRA	76070136	2
BRA	76070799	4
BRA	76071676	1
BRA	76071769	3
BRA	76070281	3
BRA	76070359	4
BRA	76070408	2
BRA	76070675	3
BRA	76071001	4
BRA	76071322	4
BRA	76071412	4
BRA	76071796	2
BRA	76071965	2
BRA	76070073	4
BRA	76070076	3
BRA	76070079	4
BRA	76070432	4
BRA	76070559	2
BRA	76070865	2
BRA	76070996	4
BRA	76070295	2
BRA	76070301	4
BRA	76070927	4
BRA	76071131	3
BRA	76071265	2
BRA	76071270	3
BRA	76071572	4
BRA	76070109	4
BRA	76070130	4
BRA	76070271	4
BRA	76070437	2
BRA	76070782	4
BRA	76070794	4
BRA	76071695	3
BRA	76070003	2
BRA	76070469	3
BRA	76071071	3
BRA	76071480	1
BRA	76070246	2
BRA	76070249	3
BRA	76070550	4
BRA	76070845	2
BRA	76071158	4
BRA	76071570	4
BRA	76071846	4
BRA	76071888	3
BRA	76070495	4
BRA	76071138	2
BRA	76071336	2
BRA	76071366	4
BRA	76071398	4
BRA	76071517	4
BRA	76071828	2
BRA	76070220	4
BRA	76070481	2
BRA	76071032	3
BRA	76071147	4
BRA	76071834	2
BRA	76070090	3
BRA	76070272	2
BRA	76070551	2
BRA	76070624	4
BRA	76070852	4
BRA	76070925	4
BRA	76071214	2
BRA	76071266	4
BRA	76071364	4
BRA	76071651	2
BRA	76070448	2
BRA	76070483	2
BRA	76071047	4
BRA	76071402	4
BRA	76070716	4
BRA	76071172	4
BRA	76071728	3
BRA	76071777	2
BRA	76071821	2
BRA	76071904	4
BRA	76071952	2
BRA	76070528	4
BRA	76070734	4
BRA	76070974	4
BRA	76071660	4
BRA	76071903	2
BRA	76070043	2
BRA	76070305	3
BRA	76070518	2
BRA	76070665	1
BRA	76070752	4
BRA	76070766	2
BRA	76070802	3
BRA	76071197	4
BRA	76071620	4
BRA	76071718	4
BRA	76071744	3
BRA	76071966	2
BRA	76070166	3
BRA	76070668	2
BRA	76070688	1
BRA	76070808	2
BRA	76070997	3
BRA	76071351	3
BRA	76071387	2
BRA	76071847	3
BRA	76071854	3
BRA	76071906	2
BRA	76070049	3
BRA	76070153	3
BRA	76070370	2
BRA	76070556	1
BRA	76070578	3
BRA	76070790	2
BRA	76071111	2
BRA	76071223	3
BRA	76071299	3
BRA	76071306	2
BRA	76071318	2
BRA	76071383	2
BRA	76071419	2
BRA	76070217	3
BRA	76070326	3
BRA	76070573	4
BRA	76070810	2
BRA	76071110	2
BRA	76071128	2
BRA	76071361	4
BRA	76071445	4
BRA	76071706	3
BRA	76071737	4
BRA	76071948	2
BRA	76070388	1
BRA	76070878	3
BRA	76070885	1
BRA	76071020	4
BRA	76071615	2
BRA	76071753	2
BRA	76070155	2
BRA	76070694	2
BRA	76070214	3
BRA	76071315	2
BRA	76071968	2
BRA	76070045	4
BRA	76070375	2
BRA	76070692	2
BRA	76070743	4
BRA	76070917	3
BRA	76070991	2
BRA	76071019	4
BRA	76071086	2
BRA	76071149	4
BRA	76070683	4
BRA	76070703	4
BRA	76071140	4
BRA	76071389	2
BRA	76071844	4
BRA	76071861	4
BRA	76070309	2
BRA	76070755	3
BRA	76071457	2
BRA	76071568	4
BRA	76071644	4
BRA	76070840	3
BRA	76071076	4
BRA	76071356	3
BRA	76071470	1
BRA	76071851	3
BRA	76070041	2
BRA	76070180	2
BRA	76070720	4
BRA	76070805	2
BRA	76071070	2
BRA	76071200	4
BRA	76071523	2
BRA	76071817	2
BRA	76071932	3
BRA	76070447	2
BRA	76071584	2
BRA	76071742	2
BRA	76070371	3
BRA	76070382	4
BRA	76070445	4
BRA	76070649	2
BRA	76071003	2
BRA	76071079	2
BRA	76071375	4
BRA	76071471	3
BRA	76071813	4
BRA	76071889	3
BRA	76070380	3
BRA	76070397	2
BRA	76070539	4
BRA	76070543	3
BRA	76070900	2
BRA	76071261	4
BRA	76071972	2
BRA	76070024	4
BRA	76070026	3
BRA	76070098	4
BRA	76070116	3
BRA	76070189	4
BRA	76071308	2
BRA	76071432	4
BRA	76070050	2
BRA	76070405	4
BRA	76071064	2
BRA	76071799	4
BRA	76071951	4
BRA	76070028	2
BRA	76070133	3
BRA	76070212	3
BRA	76070336	3
BRA	76070622	2
BRA	76070886	2
BRA	76070944	4
BRA	76071188	2
BRA	76071792	4
BRA	76070750	4
BRA	76070905	1
BRA	76071095	3
BRA	76071556	2
BRA	76070292	4
BRA	76070560	4
BRA	76070740	2
BRA	76071088	4
BRA	76071282	2
BRA	76071699	4
BRA	76070143	2
BRA	76070858	4
BRA	76070909	2
BRA	76071439	4
BRA	76071669	4
BRA	76071920	4
BRA	76070152	4
BRA	76070274	3
BRA	76070621	3
BRA	76070975	4
BRA	76071446	2
BRA	76071477	4
BRA	76071504	3
BRA	76071770	1
BRA	76071849	2
BRA	76070040	3
BRA	76071557	3
BRA	76071755	2
BRA	76070218	3
BRA	76071040	3
BRA	76071394	4
BRA	76071433	3
BRA	76070611	4
BRA	76070044	3
BRA	76070078	2
BRA	76070288	3
BRA	76070475	2
BRA	76071041	4
BRA	76070332	4
BRA	76070941	2
BRA	76071365	2
BRA	76071491	2
BRA	76071812	3
BRA	76071928	3
BRA	76070365	3
BRA	76070781	2
BRA	76071531	2
BRA	76071892	2
BRA	76070200	2
BRA	76070343	3
BRA	76070389	3
BRA	76070574	2
BRA	76070676	4
BRA	76070823	2
BRA	76071550	2
BRA	76070259	3
BRA	76070540	3
BRA	76071005	3
BRA	76071144	4
BRA	76071283	2
BRA	76071386	3
BRA	76071727	3
BRA	76070132	4
BRA	76070415	1
BRA	76071645	4
BRA	76070146	4
BRA	76070253	4
BRA	76071478	4
BRA	76071498	2
BRA	76071702	4
BRA	76071937	1
BRA	76070341	1
BRA	76070862	3
BRA	76070984	1
BRA	76071075	2
BRA	76071245	2
BRA	76071525	3
BRA	76071668	2
BRA	76070881	3
BRA	76071178	2
BRA	76071189	3
BRA	76071865	4
BRA	76070066	2
BRA	76070159	2
BRA	76071858	3
BRA	76071870	4
BRA	76070068	2
BRA	76070239	2
BRA	76070630	4
BRA	76070396	4
BRA	76070576	2
BRA	76070920	3
BRA	76071092	4
BRA	76070651	4
BRA	76071033	4
BRA	76070402	2
BRA	76070548	2
BRA	76071198	3
BRA	76070287	1
BRA	76071373	4
BRA	76071490	2
BRA	76070959	3
BRA	76071030	3
BRA	76071039	3
BRA	76071914	3
BRA	76070965	3
BRA	76070465	3
MMR	104070931	4
MMR	104070869	3
MMR	104070122	3
MMR	104070554	4
MMR	104070767	2
MMR	104071114	1
MMR	104071103	2
MMR	104070143	3
MMR	104071025	2
MMR	104070909	2
MMR	104070427	3
MMR	104070191	4
MMR	104070985	1
MMR	104070699	3
MMR	104070895	2
MMR	104070697	2
MMR	104070123	3
MMR	104070007	3
MMR	104070571	4
MMR	104071083	4
MMR	104070147	2
MMR	104071111	4
MMR	104070360	3
MMR	104070609	4
MMR	104070181	1
MMR	104070711	3
MMR	104071197	3
MMR	104070567	2
MMR	104070299	3
MMR	104070137	3
MMR	104070291	3
MMR	104070525	2
MMR	104070259	2
MMR	104070771	4
MMR	104071064	2
MMR	104070647	4
MMR	104070399	3
MMR	104070069	3
MMR	104070652	1
MMR	104071088	2
MMR	104070584	3
MMR	104070342	2
MMR	104070110	1
MMR	104070310	3
MMR	104070305	3
MMR	104070059	2
MMR	104070612	3
MMR	104070319	1
MMR	104070988	1
MMR	104070505	4
MMR	104070960	2
MMR	104070347	2
MMR	104070079	3
MMR	104070213	4
MMR	104071011	2
MMR	104070050	3
MMR	104071173	2
MMR	104070386	2
MMR	104070989	3
MMR	104070202	4
MMR	104071031	2
MMR	104071147	2
MMR	104070993	2
MMR	104070188	2
MMR	104070197	3
MMR	104070442	4
MMR	104071190	4
MMR	104070194	2
MMR	104070352	1
MMR	104070329	3
MMR	104070082	2
MMR	104071028	2
MMR	104070078	2
MMR	104070263	2
MMR	104070433	4
MMR	104070230	4
MMR	104070883	4
MMR	104070090	3
MMR	104070940	2
MMR	104070706	3
MMR	104070062	2
MMR	104070855	4
MMR	104070058	2
MMR	104070937	3
MMR	104070278	3
MMR	104070982	4
MMR	104070419	2
MMR	104070285	1
MMR	104070388	3
MMR	104070284	3
MMR	104071126	2
MMR	104070465	3
MMR	104070512	4
MMR	104070939	1
MMR	104071171	2
MMR	104070088	2
MMR	104070489	4
MMR	104070770	2
MMR	104070965	3
MMR	104071178	2
MMR	104071039	4
MMR	104070710	2
MMR	104071117	4
MMR	104070402	2
MMR	104070314	1
MMR	104070014	2
MMR	104070904	1
MMR	104070293	2
MMR	104071119	2
MMR	104070051	3
MMR	104070361	3
MMR	104070225	2
MMR	104070531	2
MMR	104070701	2
MMR	104070323	2
MMR	104070288	1
MMR	104070400	2
MMR	104070391	2
MMR	104070519	1
MMR	104070112	2
MMR	104070013	2
MMR	104070358	2
MMR	104070073	3
MMR	104070316	1
MMR	104070569	2
MMR	104070114	1
MMR	104070276	2
MMR	104070460	2
MMR	104071060	2
MMR	104071080	3
MMR	104070274	2
MMR	104070450	2
MMR	104070311	4
MMR	104070324	2
MMR	104070742	2
MMR	104070572	1
MMR	104070098	2
MMR	104070269	2
MMR	104070355	2
MMR	104070351	4
MMR	104070353	4
MMR	104071072	4
MMR	104070900	2
MMR	104071185	2
MMR	104071087	4
MMR	104070130	4
MMR	104070726	3
MMR	104070700	3
MMR	104070798	3
MMR	104070990	1
MMR	104070992	1
MMR	104070410	3
MMR	104070712	3
MMR	104070049	2
MMR	104071040	2
MMR	104070048	2
MMR	104071100	4
MMR	104070292	2
MMR	104070974	1
MMR	104071134	4
MMR	104070722	3
MMR	104070294	3
MMR	104070289	2
MMR	104071186	2
MMR	104070529	2
MMR	104070208	2
MMR	104071139	2
MMR	104070829	3
MMR	104070891	3
MMR	104071012	4
MMR	104070954	2
MMR	104070928	4
MMR	104071156	2
MMR	104070121	2
MMR	104070566	2
MMR	104070736	1
MMR	104070880	3
MMR	104070166	1
MMR	104071165	2
MMR	104070354	2
MMR	104070038	4
MMR	104070842	2
MMR	104070127	2
MMR	104070103	2
MMR	104071181	2
MMR	104071157	2
MMR	104070493	2
MMR	104071043	4
MMR	104070409	3
MMR	104070321	1
MMR	104070565	4
MMR	104070154	3
MMR	104070042	1
MMR	104070023	2
MMR	104071145	2
MMR	104070472	4
MMR	104071158	3
MMR	104071195	2
MMR	104070095	4
MMR	104070944	4
MMR	104071143	2
MMR	104071177	3
MMR	104070125	3
MMR	104070859	2
MMR	104070066	3
MMR	104070124	1
MMR	104070054	4
MMR	104070504	4
MMR	104070357	2
MMR	104071101	4
MMR	104070752	4
MMR	104070365	3
MMR	104070449	4
CAN	124070014	2
CAN	124070021	4
CAN	124070032	2
CAN	124070048	2
CAN	124070054	2
CAN	124070062	4
CAN	124070074	3
CAN	124070108	3
CAN	124070121	3
CAN	124070156	2
CAN	124070163	2
CAN	124070166	2
CAN	124070169	2
CAN	124070171	2
CAN	124070172	2
CAN	124070185	2
CAN	124070187	2
CAN	124070199	3
CAN	124070202	2
CAN	124070205	2
CAN	124070214	2
CAN	124070223	3
CAN	124070228	3
CAN	124070240	3
CAN	124070242	2
CAN	124070246	3
CAN	124070251	2
CAN	124070257	3
CAN	124070260	3
CAN	124070263	4
CAN	124070264	3
CAN	124070278	3
CAN	124070284	3
CAN	124070294	3
CAN	124070301	3
CAN	124070304	3
CAN	124070306	3
CAN	124070335	3
CAN	124070336	2
CAN	124070345	2
CAN	124070358	4
CAN	124070366	2
CAN	124070369	3
CAN	124070370	4
CAN	124070381	2
CAN	124070398	2
CAN	124070405	3
CAN	124070412	3
CAN	124070423	3
CAN	124070426	3
CAN	124070434	2
CAN	124070440	2
CAN	124070452	2
CAN	124070454	2
CAN	124070457	2
CAN	124070459	3
CAN	124070460	3
CAN	124070468	2
CAN	124070491	3
CAN	124070493	2
CAN	124070505	2
CAN	124070506	3
CAN	124070512	2
CAN	124070514	1
CAN	124070515	3
CAN	124070520	2
CAN	124070537	3
CAN	124070541	3
CAN	124070551	4
CAN	124070552	2
CAN	124070558	4
CAN	124070568	3
CAN	124070598	3
CAN	124070602	3
CAN	124070606	3
CAN	124070607	3
CAN	124070610	3
CAN	124070616	3
CAN	124070621	2
CAN	124070626	2
CAN	124070628	2
CAN	124070631	4
CAN	124070634	3
CAN	124070637	3
CAN	124070639	2
CAN	124070642	2
CAN	124070643	2
CAN	124070644	2
CAN	124070649	2
CAN	124070655	2
CAN	124070657	4
CAN	124070678	3
CAN	124070680	3
CAN	124070681	3
CAN	124070692	3
CAN	124070693	3
CAN	124070694	2
CAN	124070696	3
CAN	124070702	3
CAN	124070725	2
CAN	124070730	3
CAN	124070731	3
CAN	124070734	2
CAN	124070739	2
CAN	124070751	2
CAN	124070754	3
CAN	124070755	2
CAN	124070781	3
CAN	124070783	4
CAN	124070788	3
CAN	124070789	2
CAN	124070797	2
CAN	124070802	3
CAN	124070807	2
CAN	124070809	1
CAN	124070813	1
CAN	124070814	3
CAN	124070820	2
CAN	124070835	3
CAN	124070845	2
CAN	124070850	3
CAN	124070856	2
CAN	124070857	3
CAN	124070870	2
CAN	124070890	3
CAN	124070895	3
CAN	124070908	3
CAN	124070909	2
CAN	124070911	3
CAN	124070914	3
CAN	124070921	3
CAN	124070927	3
CAN	124070936	2
CAN	124070937	3
CAN	124070955	2
CAN	124070957	2
CAN	124070961	2
CAN	124070964	2
CAN	124070980	2
CAN	124070991	3
CAN	124071003	3
CAN	124071007	2
CAN	124071024	3
CAN	124071025	3
CAN	124071026	2
CAN	124071033	2
CAN	124071038	2
CAN	124071039	3
CAN	124071040	2
CAN	124071056	3
CAN	124071064	2
CAN	124071069	3
CAN	124071124	3
CAN	124071157	2
CAN	124071161	4
CAN	124071179	2
CAN	124071180	2
CAN	124071181	1
CAN	124071189	3
CAN	124071198	2
CAN	124071215	3
CAN	124071218	1
CAN	124071233	2
CAN	124071241	3
CAN	124071252	2
CAN	124071253	2
CAN	124071259	2
CAN	124071260	3
CAN	124071271	2
CAN	124071275	3
CAN	124071276	2
CAN	124071280	3
CAN	124071281	3
CAN	124071294	4
CAN	124071297	1
CAN	124071298	3
CAN	124071300	3
CAN	124071314	2
CAN	124071341	3
CAN	124071345	2
CAN	124071348	3
CAN	124071355	2
CAN	124071368	3
CAN	124071400	2
CAN	124071413	3
CAN	124071416	3
CAN	124071417	4
CAN	124071418	4
CAN	124071424	3
CAN	124071448	2
CAN	124071463	3
CAN	124071465	3
CAN	124071468	3
CAN	124071473	3
CAN	124071478	3
CAN	124071487	2
CAN	124071493	3
CAN	124071507	3
CAN	124071511	4
CAN	124071514	3
CAN	124071533	3
CAN	124071540	4
CAN	124071541	3
CAN	124071546	3
CAN	124071548	2
CAN	124071557	2
CAN	124071563	2
CAN	124071573	4
CAN	124071685	3
CAN	124071687	3
CAN	124071689	3
CAN	124071718	2
CAN	124071721	2
CAN	124071730	2
CAN	124071734	2
CAN	124071744	3
CAN	124071745	4
CAN	124071752	2
CAN	124071754	3
CAN	124071755	4
CAN	124071759	3
CAN	124071764	3
CAN	124071772	3
CAN	124071785	1
CAN	124071799	2
CAN	124071809	2
CAN	124071825	1
CAN	124071826	3
CAN	124071839	2
CAN	124071840	3
CAN	124071854	3
CAN	124071856	3
CAN	124071858	3
CAN	124071860	2
CAN	124071861	2
CAN	124071866	3
CAN	124071873	2
CAN	124071881	3
CAN	124071888	3
CAN	124071898	3
CAN	124071901	3
CAN	124071909	1
CAN	124071918	2
CAN	124071921	3
CAN	124071927	4
CAN	124071928	3
CAN	124071936	2
CAN	124071948	3
CAN	124071957	2
CAN	124071970	4
CAN	124072082	3
CAN	124072087	2
CAN	124072089	3
CAN	124072112	2
CAN	124072144	2
CAN	124072146	3
CAN	124072153	2
CAN	124072157	2
CAN	124072158	1
CAN	124072165	2
CAN	124072167	3
CAN	124072169	3
CAN	124072174	2
CAN	124072198	2
CAN	124072210	3
CAN	124072215	3
CAN	124072218	3
CAN	124072219	3
CAN	124072229	2
CAN	124072238	3
CAN	124072243	3
CAN	124072252	2
CAN	124072264	2
CAN	124072270	2
CAN	124072278	2
CAN	124072282	3
CAN	124072294	2
CAN	124072302	2
CAN	124072326	3
CAN	124072329	3
CAN	124072349	2
CAN	124072378	3
CAN	124072379	2
CAN	124072383	2
CAN	124072389	3
CAN	124072391	2
CAN	124072397	1
CAN	124072405	2
CAN	124072410	2
CAN	124072413	3
CAN	124072414	3
CAN	124072429	2
CAN	124072451	2
CAN	124072461	3
CAN	124072466	2
CAN	124072467	3
CAN	124072479	3
CAN	124072480	2
CAN	124072483	3
CAN	124072492	3
CAN	124072499	2
CAN	124072500	2
CAN	124072505	3
CAN	124072537	3
CAN	124072548	3
CAN	124072550	3
CAN	124072551	2
CAN	124072557	3
CAN	124072561	3
CAN	124072566	2
CAN	124072567	1
CAN	124072570	3
CAN	124072574	3
CAN	124072575	3
CAN	124072584	3
CAN	124072588	3
CAN	124072606	2
CAN	124072612	3
CAN	124072618	3
CAN	124072622	2
CAN	124072627	4
CAN	124072640	3
CAN	124072644	2
CAN	124072648	2
CAN	124072661	3
CAN	124072674	3
CAN	124072686	3
CAN	124072689	3
CAN	124072691	3
CAN	124072696	2
CAN	124072698	1
CAN	124072700	2
CAN	124072704	2
CAN	124072716	2
CAN	124072718	3
CAN	124072725	2
CAN	124072727	2
CAN	124072729	3
CAN	124072730	2
CAN	124072731	2
CAN	124072739	3
CAN	124072749	2
CAN	124072767	2
CAN	124072768	2
CAN	124072779	2
CAN	124072781	2
CAN	124072785	2
CAN	124072786	3
CAN	124072787	2
CAN	124072788	3
CAN	124072802	3
CAN	124072822	3
CAN	124072823	3
CAN	124072826	2
CAN	124072831	3
CAN	124072833	4
CAN	124072840	2
CAN	124072846	2
CAN	124072851	3
CAN	124072853	3
CAN	124072861	3
CAN	124072862	3
CAN	124072864	1
CAN	124072867	3
CAN	124072874	3
CAN	124072875	2
CAN	124072898	4
CAN	124072901	2
CAN	124072912	3
CAN	124072922	3
CAN	124072923	2
CAN	124072924	2
CAN	124072929	3
CAN	124072933	3
CAN	124072935	2
CAN	124072941	3
CAN	124072967	2
CAN	124072968	2
CAN	124072975	3
CAN	124072979	3
CAN	124072989	4
CAN	124072991	3
CAN	124072999	4
CAN	124073006	3
CAN	124073008	2
CAN	124073032	2
CAN	124073037	4
CAN	124073038	3
CAN	124073039	2
CAN	124073044	2
CAN	124073046	2
CAN	124073055	2
CAN	124073058	2
CAN	124073071	2
CAN	124073072	2
CAN	124073074	2
CAN	124073077	3
CAN	124073085	2
CAN	124073097	3
CAN	124073099	2
CAN	124073100	2
CAN	124073112	3
CAN	124073115	2
CAN	124073117	2
CAN	124073119	4
CAN	124073121	3
CAN	124073123	3
CAN	124073124	4
CAN	124073126	3
CAN	124073130	3
CAN	124073146	3
CAN	124073149	2
CAN	124073163	2
CAN	124073166	3
CAN	124073174	4
CAN	124073176	3
CAN	124073180	3
CAN	124073185	2
CAN	124073187	3
CAN	124073195	3
CAN	124073202	2
CAN	124073210	3
CAN	124073211	3
CAN	124073212	1
CAN	124073215	3
CAN	124073233	3
CAN	124073234	3
CAN	124073242	2
CAN	124073245	3
CAN	124073246	3
CAN	124073247	2
CAN	124073262	2
CAN	124073263	4
CAN	124073270	3
CAN	124073273	3
CAN	124073277	2
CAN	124073279	2
CAN	124073297	2
CAN	124073299	2
CAN	124073300	4
CAN	124073306	2
CAN	124073310	3
CAN	124073315	2
CAN	124073318	3
CAN	124073436	4
CAN	124073439	2
CAN	124073441	4
CAN	124073455	2
CAN	124073461	3
CAN	124073467	3
CAN	124073468	1
CAN	124073486	3
CAN	124073489	2
CAN	124073495	3
CAN	124073496	4
CAN	124073507	2
CAN	124073527	3
CAN	124073532	2
CAN	124073538	2
CAN	124073539	2
CAN	124073548	2
CAN	124073551	4
CAN	124073553	2
CAN	124073554	4
CAN	124073558	3
CAN	124073567	3
CAN	124073569	3
CAN	124073574	3
CAN	124073578	3
CAN	124073584	3
CAN	124073585	2
CAN	124073589	1
CAN	124073593	3
CAN	124073609	2
CAN	124073626	3
CAN	124073627	2
CAN	124073631	4
CAN	124073637	2
CAN	124073639	2
CAN	124073640	3
CAN	124073649	2
CAN	124073654	3
CAN	124073660	3
CAN	124073669	3
CAN	124073677	2
CAN	124073678	2
CAN	124073688	3
CAN	124073690	1
CAN	124073692	3
CAN	124073699	3
CAN	124073702	3
CAN	124073724	3
CAN	124073727	2
CAN	124073767	3
CAN	124073845	2
CAN	124073850	2
CAN	124073853	3
CAN	124073854	2
CAN	124073888	2
CAN	124073892	3
CAN	124073893	2
CAN	124073898	4
CAN	124073902	2
CAN	124073903	2
CAN	124073918	3
CAN	124073944	3
CAN	124073957	3
CAN	124073962	3
CAN	124073965	3
CAN	124073969	3
CAN	124073971	3
CAN	124073986	3
CAN	124073992	2
CAN	124073993	2
CAN	124074003	2
CAN	124074060	2
